Edad,RangoEdad,Sexo,EstadoCivil,TipoLocalidad,Comuna,Zona,Estrato,TipoVivienda,TiempoEnMedellin,PersonasConLasQueVive,AfiliacionSalud,NivelEstudio,Estudia,ValoracionOportunidadesDeLaCiudadParaEstudiar,ValoracionInstitucionEnHabilidadesDelMundoLaboral,ImpactoProfesoresEnLaVida,Trabaja,PercepcionOfertaLaboral,GastoSemanalTransporte,GastoSemanalRumba,GastoSemanalObligacionesFamiliares,EdadALaQueTuvoPrimerHijo,EdadPrimeraRelacionSexual,ConsumoDrogas,ConsumoCigarrillo,ConsumoLicor,FrecuenciaEjercicio,FrecuenciaLectura,ParticipacionMarchas,ActividadesComunitarias,ParticipacionVoluntariados,ParticipacionGrupoJuvenil
26,22-26 años,Hombre,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 2,Prestado por un familiar o amigo,Menos de 1 año,8 personas,Subsidiado/ Sisben,Grado 5,No,Favorable,Favorable,Favorable,No,Buena,40000,50000,25000,22,19,No,No,Sí,A veces,A veces,No,No,No,No
18,18-21 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Muy favorable,Favorable,No,Buena,40000,0,0,No Aplica,16,No,No,Sí,Nunca,A veces,No,No,No,Sí
22,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tu propiedad,Siempre,3 personas,Subsidiado/ Sisben,Grado 7,No,Favorable,Favorable,Favorable,No,Buena,0,0,0,17,16,No,No,No,A veces,Siempre,No,No,No,No
20,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Prestado por un familiar o amigo,Menos de 1 año,6 personas,Beneficiario,Grado 11,No,Favorable,Favorable,Favorable,No,Buena,50000,20000,100000,No Aplica,15,No,No,Sí,Siempre,A veces,No,No,No,No
25,22-26 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tu propiedad,Siempre,4 personas,Cotizante,Grado 11,No,Muy favorable,Favorable,Favorable,Sí,Muy buena,0,10000,120000,No Aplica,18,No,No,Sí,Siempre,Nunca,No,No,No,No
18,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 1 a 5 años,6 personas,Beneficiario,Técnica Completa,No,Favorable,Muy favorable,Muy favorable,No,Buena,15000,0,0,No Aplica,No Aplica,No,No,No,A veces,Siempre,No,No,No,No
18,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Prestado por un familiar o amigo,Menos de 1 año,9 personas,Beneficiario,Grado 8,No,Favorable,Muy favorable,Favorable,Sí,Buena,0,0,0,16,14,No,No,No,Nunca,A veces,No,No,No,No
21,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Más de 10 años,7 personas,Beneficiario,Técnica Completa,No,Muy favorable,Favorable,Favorable,Sí,Buena,21000,0,100000,No Aplica,No Aplica,No,No,Sí,Nunca,Nunca,No,No,No,No
19,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Muy favorable,Muy favorable,Favorable,No,Ni buena/ Ni mala,40000,15000,0,No Aplica,16,No,No,Sí,A veces,A veces,No,No,No,Sí
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,3 personas,Beneficiario,Grado 8,Sí,Muy desfavorable,Muy favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Muy Mala,0,0,0,No Aplica,No Aplica,No,No,No,A veces,A veces,No,No,No,Sí
15,14-17 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,CORREGIMIENTO,Altavista,RURAL,Estrato 1,"Ocupado (No es propio, ni paga arriendo, ni es prestado)",De 1 a 5 años,5 personas,Beneficiario,Grado 6,No,Muy desfavorable,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,No,Muy Mala,6000,0,0,15,14,No,No,No,Casi nunca,Siempre,No,Sí,No,No
24,22-26 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tus padres/ hermanos,Más de 10 años,10 personas,Subsidiado/ Sisben,Grado 5,No,Desfavorable,Muy favorable,Favorable,No,Muy Mala,18000,30000,0,15,13,No,Sí,Sí,Casi nunca,A veces,No,No,No,No
16,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Técnica incompleta o en curso,Sí,Desfavorable,Muy favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Muy Mala,9000,0,0,No Aplica,15,No,No,Sí,A veces,Nunca,No,No,No,No
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 6,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Muy Mala,8000,0,0,No Aplica,12,No,No,No,Siempre,Casi nunca,No,No,No,No
16,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,"Ocupado (No es propio, ni paga arriendo, ni es prestado)",Siempre,4 personas,Beneficiario,Grado 10,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,Casi Siempre,No,No,No,Sí
26,22-26 años,Mujer,Casado(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,3 personas,Beneficiario,Grado 11,No,Desfavorable,Favorable,Favorable,Nunca he trabajado,Mala,10000,20000,0,21,17,No,No,Sí,Siempre,Nunca,Sí,No,No,No
20,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 5 a 10 años,9 personas,Subsidiado/ Sisben,Grado 9,Sí,Desfavorable,Favorable,Muy favorable,No,Ni buena/ Ni mala,7000,0,0,No Aplica,19,No,No,No,Nunca,A veces,No,No,No,No
18,18-21 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,CORREGIMIENTO,Altavista,RURAL,Estrato 2,"Ocupado (No es propio, ni paga arriendo, ni es prestado)",Menos de 1 año,7 personas,Beneficiario,Grado 11,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,0,0,No Aplica,15,No,No,Sí,Casi nunca,Casi nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,De 1 a 5 años,5 personas,Subsidiado/ Sisben,Grado 8,No,Ni favorable/ Ni desfavorable,Desfavorable,Ni favorable/ Ni desfavorable,No,Mala,15000,0,0,No Aplica,15,No,No,Sí,A veces,Siempre,No,No,No,No
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 6,Sí,Desfavorable,Muy favorable,Muy favorable,Nunca he trabajado,Mala,0,0,0,No Aplica,No Aplica,No,No,No,Siempre,Siempre,No,No,No,No
16,14-17 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 1 a 5 años,2 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Mala,0,0,0,No Aplica,15,No,No,No,Casi Siempre,Casi Siempre,No,No,No,No
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tus padres/ hermanos,Más de 10 años,4 personas,Subsidiado/ Sisben,Grado 6,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,No,Casi nunca,A veces,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 1 a 5 años,5 personas,Beneficiario,Grado 9,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Mala,30000,0,0,No Aplica,No Aplica,No,No,No,A veces,Casi Siempre,No,No,No,No
19,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 11,No,Ni favorable/ Ni desfavorable,Muy favorable,Favorable,Nunca he trabajado,Buena,0,15000,0,No Aplica,11,No,No,Sí,Casi Siempre,A veces,No,No,No,No
19,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Menos de 1 año,3 personas,Beneficiario,Grado 11,No,Muy favorable,Muy favorable,Muy favorable,Sí,Muy buena,36000,0,50000,No Aplica,18,No,No,No,Casi Siempre,Casi Siempre,No,No,No,No
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Favorable,Favorable,Muy favorable,Nunca he trabajado,Buena,15000,15000,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Nunca,No,No,No,No
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 7,No,Favorable,Favorable,Muy favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,13,No,No,Sí,Nunca,Nunca,No,Sí,No,No
18,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 11,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Mala,15000,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,A veces,No,No,No,No
18,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Prestado por un familiar o amigo,Siempre,3 personas,Subsidiado/ Sisben,Grado 7,No,Muy favorable,Favorable,Muy favorable,No,Buena,20000,0,0,No Aplica,15,No,Sí,No,Nunca,Casi Siempre,No,No,No,No
16,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,8 personas,Subsidiado/ Sisben,Grado 9,Sí,Muy favorable,Muy favorable,Favorable,No,Muy Mala,0,30000,0,No Aplica,No Aplica,No,No,No,Nunca,Nunca,No,No,No,Sí
19,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 11,No,Muy favorable,Muy favorable,Muy favorable,No,Muy buena,0,0,0,No Aplica,15,No,No,Sí,Casi Siempre,A veces,No,No,No,Sí
18,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 9,Sí,Muy favorable,Muy favorable,Muy favorable,No,Muy buena,9000,0,0,No Aplica,15,No,No,No,A veces,Casi nunca,No,No,No,No
19,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,9 personas,Subsidiado/ Sisben,Técnica incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Muy buena,30000,0,110000,19,17,No,No,No,Casi Siempre,A veces,No,No,No,No
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,5 personas,Subsidiado/ Sisben,Grado 7,Sí,Favorable,Favorable,Muy favorable,No,Ni buena/ Ni mala,7500,8000,60000,No Aplica,No Aplica,No,No,No,Casi Siempre,Casi Siempre,No,No,No,No
16,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,5 personas,Subsidiado/ Sisben,Grado 7,Sí,Favorable,Favorable,Muy favorable,Nunca he trabajado,Muy buena,0,0,50000,No Aplica,No Aplica,No,No,No,Casi Siempre,A veces,No,No,No,Sí
21,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tus padres/ hermanos,De 5 a 10 años,5 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Muy favorable,No,Ni buena/ Ni mala,10000,0,0,20,18,No,No,No,Casi nunca,Casi Siempre,No,No,No,Sí
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 9,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Buena,30000,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Nunca,No,No,No,No
19,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 10,Sí,Muy favorable,Favorable,Muy favorable,Nunca he trabajado,Muy buena,6000,30000,0,No Aplica,14,No,No,Sí,A veces,Nunca,No,No,No,No
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,Alquilado,Siempre,8 personas,Beneficiario,Grado 7,Sí,Favorable,Favorable,Desfavorable,Nunca he trabajado,Buena,0,50000,0,No Aplica,12,No,No,No,Casi Siempre,Casi Siempre,No,No,No,No
17,14-17 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 1,Alquilado,Siempre,3 personas,Beneficiario,Grado 8,No,Favorable,Favorable,Favorable,Sí,Ni buena/ Ni mala,30000,0,0,16,15,No,Sí,Sí,A veces,A veces,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Mala,10000,0,0,No Aplica,No Aplica,No,No,No,A veces,Siempre,No,No,No,No
20,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Subsidiado/ Sisben,Técnica Completa,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,50000,0,No Aplica,17,No,No,Sí,Nunca,Nunca,Sí,No,No,No
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,A veces,A veces,No,No,No,No
17,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,6 personas,Beneficiario,Grado 8,No,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,30000,0,0,16,16,No,No,No,Casi Siempre,Casi Siempre,No,Sí,No,No
20,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,5 personas,Ninguno,Grado 11,No,Favorable,Favorable,Favorable,No,Mala,50000,0,50000,19,18,No,No,No,A veces,A veces,No,No,Sí,No
21,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 11,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,0,40000,No Aplica,17,No,No,No,A veces,A veces,No,No,No,No
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Ninguno,Grado 8,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,40000,0,0,17,12,No,Sí,Sí,A veces,A veces,No,Sí,No,No
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 8,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Muy Mala,0,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Casi Siempre,No,Sí,No,No
21,18-21 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 1,Alquilado,De 5 a 10 años,2 personas,Beneficiario,Grado 11,No,Favorable,Favorable,Favorable,No,Muy Mala,0,15000,0,No Aplica,18,No,No,No,Nunca,A veces,No,No,No,No
19,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,Alquilado,De 5 a 10 años,6 personas,Subsidiado/ Sisben,Grado 10,Sí,Favorable,Desfavorable,Desfavorable,Nunca he trabajado,Mala,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,A veces,No,No,No,No
22,22-26 años,Hombre,No eres casado(a) y vives en pareja hace menos de dos años,CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Universitaria Incompleta o en curso,Sí,Muy favorable,Muy favorable,Favorable,No,Ni buena/ Ni mala,38000,0,0,22,16,No,No,No,Siempre,Siempre,No,No,Sí,No
21,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,Prestado por un familiar o amigo,Siempre,3 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Favorable,No,Mala,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,Siempre,No,No,No,No
20,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,6 personas,Cotizante,Grado 11,No,Favorable,Favorable,Favorable,Sí,Buena,18000,0,30000,No Aplica,13,Sí,Sí,Sí,Nunca,A veces,No,No,No,No
20,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Más de 10 años,4 personas,Subsidiado/ Sisben,Universitaria Incompleta o en curso,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,No,Buena,30000,10000,0,No Aplica,16,No,No,Sí,A veces,Casi Siempre,No,Sí,Sí,No
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,2 personas,Beneficiario,Grado 9,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,No,Nunca ha realizado,30000,15000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Casi Siempre,No,No,No,No
22,22-26 años,Mujer,Separado(a) o divorciado(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,3 personas,Subsidiado/ Sisben,Grado 5,No,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Nunca ha realizado,15000,0,0,18,16,No,No,No,Casi nunca,Nunca,No,No,No,No
21,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 11,No,Favorable,Muy favorable,Favorable,No,Mala,0,0,20000,14,13,No,No,Sí,Nunca,Casi nunca,No,Sí,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Prestado por un familiar o amigo,Siempre,8 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,50000,0,No Aplica,No Aplica,No,No,No,Nunca,A veces,No,No,No,No
26,22-26 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 11,No,Favorable,Favorable,Favorable,Sí,Buena,0,30000,0,17,15,No,No,Sí,A veces,Casi Siempre,No,No,No,No
21,18-21 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Más de 10 años,9 personas,Subsidiado/ Sisben,Grado 11,Sí,Favorable,Favorable,Favorable,No,Mala,20000,0,45000,18,18,No,No,Sí,Nunca,A veces,No,Sí,No,No
18,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Ninguno,Grado 11,No,Favorable,Muy favorable,Favorable,No,Buena,20000,0,0,No Aplica,15,No,No,Sí,A veces,Casi nunca,No,No,No,Sí
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,4 personas,Beneficiario,Grado 8,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,13,Sí,No,Sí,Nunca,A veces,No,Sí,No,Sí
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,3 personas,Subsidiado/ Sisben,Grado 7,Sí,Ni favorable/ Ni desfavorable,Muy favorable,Favorable,No,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,Nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Prestado por un familiar o amigo,Siempre,6 personas,Beneficiario,Grado 9,Sí,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,No,A veces,Siempre,No,Sí,No,Sí
19,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,De 1 a 5 años,5 personas,Subsidiado/ Sisben,Grado 10,No,Favorable,Favorable,Favorable,No,Nunca ha realizado,0,0,0,No Aplica,17,Sí,No,No,A veces,Siempre,No,No,No,No
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 10,No,Muy favorable,Muy favorable,Favorable,No,Buena,6000,60000,0,No Aplica,12,No,Sí,Sí,A veces,Casi nunca,Sí,No,Sí,No
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,Alquilado,Siempre,6 personas,Subsidiado/ Sisben,Grado 11,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Nunca ha realizado,6000,0,0,No Aplica,No Aplica,Sí,No,No,Nunca,Siempre,No,No,No,Sí
24,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tu propiedad,De 1 a 5 años,5 personas,Cotizante,Grado 4,No,Favorable,Favorable,Ni favorable/ Ni desfavorable,No,Nunca ha realizado,0,0,100000,16,15,No,No,Sí,A veces,A veces,No,No,No,No
17,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tus padres/ hermanos,De 1 a 5 años,Más de 10 personas,Subsidiado/ Sisben,Grado 11,Sí,Favorable,Favorable,Favorable,No,Nunca ha realizado,30000,0,0,No Aplica,15,No,Sí,No,A veces,Siempre,No,No,No,No
21,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tus padres/ hermanos,Siempre,7 personas,Subsidiado/ Sisben,Grado 10,No,Muy desfavorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Buena,0,0,0,20,16,Sí,No,No,Nunca,A veces,No,No,No,No
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 11,No,Muy favorable,Muy favorable,Muy favorable,No,Buena,0,0,0,No Aplica,13,No,No,Sí,Siempre,Casi nunca,No,No,No,Sí
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,7 personas,Beneficiario,Grado 6,No,Favorable,Muy favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,15,14,No,No,No,A veces,Casi nunca,No,No,No,Sí
23,22-26 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 11,No,Favorable,Muy favorable,Ni favorable/ Ni desfavorable,No,Muy Mala,0,0,20000,19,16,No,No,Sí,Casi Siempre,Casi Siempre,No,No,No,No
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,Sí,Sí,Sí,Casi Siempre,Casi Siempre,No,No,No,Sí
26,22-26 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Técnica Completa,No,Muy desfavorable,Muy favorable,Muy favorable,No,Ni buena/ Ni mala,0,0,50000,18,14,No,Sí,Sí,Casi nunca,A veces,No,No,No,No
21,18-21 años,Mujer,Casado(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Más de 10 años,7 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Muy favorable,Favorable,No,Ni buena/ Ni mala,30000,0,60000,20,16,No,No,Sí,A veces,A veces,No,No,No,No
23,22-26 años,Mujer,Casado(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 5 a 10 años,3 personas,Subsidiado/ Sisben,Grado 5,No,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Muy favorable,No,Buena,0,0,0,22,21,No,No,No,Nunca,A veces,No,No,No,Sí
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 1 a 5 años,6 personas,Beneficiario,Grado 10,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Siempre,No,No,No,Sí
26,22-26 años,Hombre,No eres casado(a) y vives en pareja hace menos de dos años,CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 5 a 10 años,5 personas,Subsidiado/ Sisben,Grado 8,No,Favorable,Favorable,Favorable,Sí,Buena,10000,0,50000,19,14,No,No,Sí,Siempre,Casi Siempre,No,No,No,No
21,18-21 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 2,Prestado por un familiar o amigo,De 5 a 10 años,6 personas,Beneficiario,Técnica incompleta o en curso,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,0,80000,19,15,No,No,Sí,Casi nunca,A veces,No,No,No,No
24,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tu propiedad,Siempre,4 personas,Beneficiario,Grado 11,No,Favorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Nunca ha realizado,0,0,150000,13,12,No,No,Sí,Nunca,Casi nunca,No,No,No,No
